DataHoraAbertura;NumProcesso;Cliente;Prioridade;Tecnico;DescricaoProb;ComoReproduzir;Classificacao;Departamento
18/01/2024 16:02;14312;2333;1;AF;Novas tabelas de irs 2024    ;Novas tabelas de irs 2024;3;Cluster D
07/01/2022 16:28;4774;86;1;TE;Apoio Família    ;Ajuda Processamento Salários e entrega DR com Apoio Família;1;Cluster B
08/05/2023 11:05;11233;2332;3;AF;DMR Financas - e ja falta pouco para data limite para submeter na AT, consideramos que tb isto iria ficar resolvido na passada sexta feira.    ;Este mês da erro das financas.;2;Cluster C
07/01/2022 17:02;4775;2424;2;PMM;Boa tarde Vamos fazer o Update  do Cliente JBC em Cabo verde para a versão 10 do Primavera e necessitamos a actualização do Integrador na segunda Feira, dia 10 de Janeiro. Cumprimentos Pedro Fortes    ;Upgrade do Primevera da 9.15 para a V10 do Primavera;2;Cluster C
21/12/2021 17:52;4423;2045;1;PM;Abertura do ano 2022 para as empesas na listagem em anexo, as mais urgentes são as que estão assinaladas a cor, pois têm faturação no inicio do mês    ;Abertura do ano 2022 para as empesas na listagem em anexo, as mais urgentes são as que estão assinaladas a cor, pois têm faturação no inicio do mês, agradeço que informem quando o processo estiver concluído, obrigada ;3;Cluster D
05/05/2022 10:01;6371;2361;1;FS;O funcionário 80032 que esteve de bx o mês todo de Abril tem um dia de subsidio de alimentação no processamento do mês    ;.;2;Cluster C
01/08/2022 13:36;7368;1728;1;TE;JÁ FOI ANULADA  A DV5 2022/7 , PELA MINHA COLEGA SANDRA LIMA.OBG    ;CONCLUIDO/ O PEDIDO ANTERIOR FICA SEM EFEITO;3;Cluster D
05/12/2022 16:49;8614;2411;1;TE;criação do documento de abertura de  2021 para 2022 da empresa Risos e Musica    ;PROCESSO CRIADO EM DUPLICADO;3;Cluster D
29/07/2022 14:24;7341;2333;1;FS;ajuda no paa, com vendas     ;;1;Cluster B
19/10/2022 15:09;8114;2332;1;PM;"A Nota de Debito nº21 no valor de 843,60 , aparece nas listagens dos ""Documentos emitidos de Vendas""  com o valor de 1.687,21. Porque?? pode se corrigir??     ";*;2;Cluster C
29/06/2022 09:00;7001;2361;1;TE;A DRI continua a ser rejeitada. O truque que usamos ontem não resultou...ou melhor originou uma nova causa de rejeição...    ;.;2;Cluster C
26/01/2022 10:52;5103;1099;1;TE;CALCULO IRS NAS HORAS EXTRAS NÃO PODE AGRUPAR AS OUTRAS REMUNERAÇÕES     ;MAVIVA PORTUGÁLIA . REMUNERAÇÃO R20 4 - H.E. CRIEI ESTA REMUNERAÇÃO PARA COLOCAR O VALOR QUE QUEREM PAGAR DE HORAS EXTRAS, MAS NECESSITO DE AJUDA PARA CONFIGURAR A TAXA DE IRS. SITUAÇÃO URGENTE, PORQUE QUEREM O SALÁRIOS HOJE.;0;Cluster A
02/07/2021 15:33;2625;2045;1;TE;DMR - AT     ;Agradeço que verifiquem no Fiscal Reporting a empresa Temas Sólidos, Lda, pois o ficheiro  (junho/21)não é aceite pela At, conforme erro em anexo.;1;Cluster B
09/05/2023 10:50;11256;2361;1;FS;O funcionário 46 da OALDA esteve de baixa todo o mês de Abril, no entanto está a processar vencimento e subs de alimentação.    ;.;2;Cluster C
16/09/2022 13:11;7775;2332;1;TE;O  salario da Ines Prates não sai com subsidio de Alimentação nem Kilometros. Favor verificar      ;*;2;Cluster C
19/11/2021 15:03;4084;1987;2;TE;Alteração da discrição para:    ;9632 - MATCH PDT-00-G10-TRG-580-CP;1;Cluster B
31/12/2021 11:51;4561;421;1;TE;Erro no Processamento dos Retroactivos    ;continua com erro. não deixa processar;0;Cluster A
06/01/2023 08:37;9175;2361;1;FS;gostaríamos de saber como está a situação da atualização do valor do subsidio de alimentação ( https://dre.pt/dre/detalhe/portaria/280-2022- ) e do salário mínimo      ;esta atualização deve ser feita em todas as empresas;2;Cluster C
05/01/2022 15:10;4718;1287;2;PM;Pedido de atualização da versão do Primavera amanhã dia 06-01 por volta das 16h30 para resolver problema de processamento de salários.    ;Pedido de atualização da versão do Primavera amanhã dia 06-01 por volta das 16h30 para resolver problema de processamento de salários.;2;Cluster C
11/05/2022 14:28;6457;2333;1;FS;Mudança de Ano Contabilistico, urgente por causa de fazer IVA    ;Mudança de Ano Contabilistico, urgente por causa de fazer IVA;2;Cluster C
10/02/2022 10:15;5341;1586;1;RF;Atualização de layout de fatura.    ;Atualização de layout de fatura.;1;Cluster B
18/01/2023 10:49;9397;2332;3;FS;O Recibo de salario de teresa Marcelino , não sai completo. Todos saíram corretos exceto este. So sai Ferias e sub de Natal, falta o vencimento    ;*;2;Cluster C
02/09/2022 12:38;7647;1728;1;TE;Informação detalhada do cliente    ;No executivo o Extrato de conta do cliente não aparece as faturas de consignação e devoluções de consignações de clientes ;1;Cluster B
19/05/2022 12:35;6548;1950;1;TE;Fiscal Rporting - Erro Ligação    ;"Não consigo atualizar os dados da declaração recapitulativa, porque tenho o seguinte erro: ""As ligações aos dados não estão corretamente configuradas. Por favor valide as definições na área de Administração."".";1;Cluster B
10/05/2022 09:55;6438;2361;1;FS;O 80390 continua com erro... Não consigo processar Abril    ;como ele esteve em França e não teve processamento cá, o sistema diz e muito bem: Período de Processamento não é o seguinte ao último período de processamento do funcionário. terei de processar todos os meses que ele esteve em França a 0?;2;Cluster C
10/09/2021 14:11;3305;1987;1;SP;Alteração de descrição dos seguintes códigos: 910006 - Pressostato electrónico EDS 410-060-4-062 929045 - Transdutor de pressão HDA 4446-A-0001-460 (-1..+1 bar)    ;Alteração de descrição;2;Cluster C
01/03/2022 14:38;5605;2354;2;FS;Faturação    ;Bom dia. Solicito apoio de um técnico na ajuda na faturação.  Obrigada.   ;1;Cluster B
24/01/2023 14:25;9500;2301;1;FS;Empresa 306_Nenufar Imparavel, não tem a tabela de IRS atualizada.    ;O recibo do funcionário deveria sair com uma taxa de 7,8% e saí a 10,1%. Peço-vos que verifiquem esta situação, por favor. Obrigado. Fátima Capito;2;Cluster C
14/02/2024 15:14;14713;1987;3;PM;Valores diferentes em mapas sobre o mesmo período de faturação    ;Valores diferentes em mapas sobre o mesmo período de facturaçã;0;Cluster A
02/11/2021 14:26;3891;2045;1;HR;No Cliente em comum RUMO FINAL , NIF 513206663, no editor de vendas , GT n?o aparece a op??o da descarga para preencher. Nota: As horas de assist?ncia dever?o ser retiradas ao contrato do cliente indicado e n?o ? Gesnort.    ;No Cliente em comum RUMO FINAL , NIF 513206663, no editor de vendas , GT n?o aparece a op??o da descarga para preencher. Nota: As horas de assist?ncia dever?o ser retiradas ao contrato do cliente indicado e n?o ? Gesnort.;2;Cluster C
23/12/2021 10:00;4452;1382;1;CR;abertura do ano    ;Abertura do Ano 2022 ;1;Cluster B
05/11/2021 12:08;3943;1987;1;FS;Altera??o de Descri??o    ;Artigo 2108790 alterar a descri??o de ?SOB 100-2E1/342U-100HC? para  ?SBO 100-2E1/342U-100HC?;1;Cluster B
02/02/2024 17:22;14567;2301;1;FS;Modelo 10 Boa Tarde, Fiz os modelos 10 no fiscalreporting e agora ao submeter no portal das finanças, dá indicação que a versão não corresponde à atual e não consigo submeter nenhum ficheiro.    ;"Peço-vos o favor de atualizarem a versão sem perder os dados,  uma vez que foram todos inseridos manualmente e se fizermos ""processar"" perco grande parte dos dados. Obrigada Fátima Capito contacto: ";2;Cluster C
30/11/2023 12:03;13692;2411;1;AF;Alteração Layout FA - Crystal Reports, segue anexo alteração que desejamos nas faturas alem de remover barra em cima do VEN - 120002    ;Alteração Layout FA - Crystal Reports, segue anexo alteração que desejamos nas faturas alem de remover barra em cima do VEN - 120002;2;Cluster C
26/04/2022 12:38;6270;1728;1;FS;Código de acesso    ;O computador da loja Outlet ainda está com o código de acesso do ex. colaborador Francisco Vilhena. Podem tentar retirar este acesso (código). Sandra Lima;1;Cluster B
22/06/2022 14:34;6952;1950;1;HR;Plano Manutenção Diária    ;O plano de manutenção diária não está a ser efetuado de forma automática. Por favor entrar em contacto com Sílvia Abreu, 918 553 900;1;Cluster B
06/12/2021 15:35;4246;2045;1;TE;Erro ao enviar fatura por email através do primavera na GESNORT    ;Erro ao enviar fatura por email através do primavera na GESNORT;0;Cluster A
13/01/2022 16:05;4873;1950;1;HR;IES 2021    ;Necessitamos de ajuda para configurar os anexos para preenchimento automático da IES no Fiscal Reporting;3;Cluster D
26/01/2023 14:51;9567;1588;1;TE;Alterar os dados de acesso ao primavera.    ;Alterar os dados de acesso ao primavera.;2;Cluster C
13/10/2022 19:10;8044;1287;3;FS;Não conseguimos imprimir nem enviar emails de encomendas (ECF) criadas no modulo compras. Muito urgente, preciso de enviar encomendas a fornecedores e não consigo exportar o documento.    ;Ver print do erro em anexo.;0;Cluster A
02/02/2022 18:34;5220;2045;1;DD;Erro ao enviar as faturas de avenças por email     ;Erro ao enviar as faturas de avenças por email;0;Cluster A
27/07/2022 18:09;7319;1586;1;TE;Problema com NIF de cliente ao emitir a fatura. Indica que o NIF é distinto do que está no cadastro do cliente.    ;Problema com NIF de cliente ao emitir a fatura. Indica que o NIF é distinto do que está no cadastro do cliente.;2;Cluster C
26/11/2021 15:39;4161;2301;1;PM;Configuração LayOut das faturas    ;Na configuração das impressões das faturas consta a indicação de dados para pagamento, ..ora sendo uma rúbrica que não se atualiza automaticamente consoante a empresa penso que não fará sentido estar essa descrição assim em branco.. Fátima Capito;1;Cluster B
17/09/2021 17:38;3390;2277;1;PM;Novo utilizador    ;Precisamos que seja criado um novo utilizador Primavera Bruno.Ramada O utilizador Joana.Silva pode ser anulado;1;Cluster B
19/11/2021 14:46;4082;1987;2;TE;Alteração da discrição para:    ;9632 - MATCH PDT-00-G10-TRG-580-CP;1;Cluster B
21/11/2023 12:21;13584;2377;1;FS;O Primavera não está a calcular as depreciações de 2023/01. Apenas aparece uma ficha do ano de 2022 e consequentemente a contabilização está errada pois apenas inclui uma ficha. Não percebo a que se deve isto. Assim, ia precisar da v/ ajuda.      ;Agradeço que quando puderem me liguem para o número , Michael Silva. Obrigado;3;Cluster D
03/10/2022 17:47;7925;2045;1;TE;base de  dados da GESNORT - cliente FOUNTON - Antigamente um cliente era faturado em dólares , depois passou a euros. No extrato de conta continua a aparecer dólares  Explicação de como enviar as faturas por via eletrónica;base de  dados da GESNORT - cliente FOUNTON - Antigamente um cliente era faturado em dólares , depois passou a euros. No extrato de conta continua a aparecer dólares Duplicado!;2;Cluster C
21/04/2022 10:18;6226;1586;1;TE;Pedido de instalação de Primavera e Timesheet na nova máquina da Andreia Morim.    ;Pedido de instalação de Primavera e Timesheet na nova máquina da Andreia Morim.  ;2;Cluster C
27/09/2022 15:06;7852;2198;3;HR;Sem acesso ao servidor    ;Boa tarde, estamos novamente sem acesso ao servidor e sem conseguir trabalhar. obrigada;0;Cluster A
01/06/2023 15:43;11656;960;2;PM;Dá erro quando faço faturas pro-forma    ;Creio que é preciso por a comunicar este tipo de fatura para a AT;0;Cluster A
29/01/2024 14:48;14457;2361;1;AF;quero cessar o funcionário 60018 na Tal, não consigo inserir data de termo de contrato    ;"dá a mensagem: "" o tipo de movimento para tesouraria na forma de pagamento transferência não está definido""";2;Cluster C
10/10/2022 10:07;7984;2277;3;FS;Fiscal reporting - Nova Empresa    ;Necessitamos de hoje enviar a DMR para uma nova empresa empresa criada no Primavera - Verdinsólio. Contudo não conseguimos fazê-lo através do Fiscal Reporting. Agradeço o contacto para Márcia Fernandes - ;1;Cluster B
13/10/2023 10:21;13246;2045;1;AF;Faturas impressas com o modelo DOC VENDA SMAG não sai com o motivo da isenção do IVA    ;"Necessito que o motivo de isenção do IVA apareça nos documentos de venda ""DOC. VENDA SMAG"". Pode aparece no mesmo local que o DOC. VENDA S/LOGOTIPO. Obrigada";0;Cluster A
27/01/2023 09:13;9575;2361;1;MR;MGS - queríamos obter o inventário a 31/12/2022 podem pf verificar se é o mapa que envio em anexo não consigo colocar data  ?! Obrigado Sónia     ;MGS - queríamos obter o inventário a 31/12/2022 podem pf verificar se é o mapa que envio em anexo não consigo colocar data  ?! Obrigado Sónia ;2;Cluster C
05/02/2024 13:45;14588;2411;1;CR;Alteração de contrato e users, gostavamos de remover 2 utilizadores do primavera. e alterar o contrato da PRI e do Primavera para outra empresa.     ;Alteração de contrato e users, gostavamos de remover 2 utilizadores do primavera. e alterar o contrato da PRI e do Primavera para outra empresa. ;2;Cluster C
08/05/2023 11:15;11234;2092;2;HR;ficheiro SAFT abril 2023    ;o ficheiro tem erros não consigo identificar;3;Cluster D
23/03/2022 09:52;5899;2361;1;TE;Na empresa Morning tenho 300 ctas abertas sem movimento que não são permitidas pela auditoria ao SVAT - contato  Sónia    ;na auditoria ao Svat foram detetadas estas contas sem movimentação abertas em anos anteriores , poderão ser anuladas de uma vez?;2;Cluster C
10/03/2023 12:32;10326;2023;1;FS;criar templates    ;criar templates no mesmo documentos  com serviços e mercadorias e varias taxas;1;Cluster B
21/03/2022 14:45;5881;2428;1;PM;Agradeço que sejam reenviadas as faturas 24867 e 24868 de 2021 (Pingo Doce). Na transação só tem uma mensagem de entrega e tem de aparecer 2 mensagens como poderão ver noutro exemplo de faturas do Pingo Doce    ;Agradeço reenvio das faturas em anexo;2;Cluster C
28/09/2023 10:54;13114;903;1;AF;Quando se coloca alguma rubrica com valor - Alterações mensais                                                                                 -Remunerações/Descontos , eles não aparecem no processamento    ;Quando se coloca alguma rubrica com valor - Alterações mensais                                                                                 -Remunerações/Descontos , eles não aparecem no processamento;0;Cluster A
25/01/2023 10:06;9513;960;2;TE;Um dos nossos pc´s não abre a Primavera.     ;Um dos nossos pc´s não abre a Primavera. ;0;Cluster A
27/05/2022 14:54;6657;2301;1;TE;Boa Tarde. Na empresa Creche do Gato Amarelo uma funcionária está a questionar como lhe é calculado os dias dos subsídios de férias e de natal. Ou seja, sendo um contrato de 12 meses o que deveria aparecer seriam 14 dias de férias uma vez que em 2021    ;foram considerados 8 dias e o total perfaz os 22 dias que é o estipulado por Lei. E no de natal deveria estar 20 (pela mesma lógica). Peço o favor de me ajudarem a perceber para poder explicar. Obrigado Fátima Capito;2;Cluster C
08/11/2022 09:56;8310;2333;1;FS;ajuda com recibo de vencimento , para envio posterior há segurança social atualizacão do paa    ;ajuda com recibo de vencimento , para envio posterior há segurança social atualizacão do paa;2;Cluster C
07/02/2022 11:43;5267;1987;2;FS;Liquidações    ;Tenho uma factura e a respectiva NC do mesmo valor. Este cliente só tem estes documentos em conta corrente mas não consigo liquidar porque não aceita liquidações a zero. ;1;Cluster B
03/01/2023 10:05;9047;1700;2;FS;Mudança de ano    ;Pretendemos que efetuem a mudança de ano e eventuais atualizações necessárias;1;Cluster B
05/09/2022 11:03;7664;1588;2;PC;Horas em timesheet na ultizadora Marta Santos 005 não ficam gravadas.    ;Bom dia, Temos uma nova utilizadora 005 mas não esta a conseguir aceder ao timesheet corretamente ou seja quando adiciona as hora e grava não fica memorizada. As horas inseridas não ficam gravadas. Agradecia por favor a vossa ajuda e contato. Grata;0;Cluster A
30/08/2023 15:37;12795;2411;3;TE;Boa tarde, na empresa risos e musica as vendas são importadas através de SAFT, na declaração do IVA o campo 41 é preenchido corretamente através dos picos de recolha de informação, já o campo 40 não faz a recolha de informação.    ;Boa tarde, na empresa risos e musica as vendas são importadas através de SAFT, na declaração do IVA o campo 41 é preenchido corretamente através dos picos de recolha de informação, já o campo 40 não faz a recolha de informação.;2;Cluster C
19/07/2022 20:11;7228;1022;3;TE;atualização tabelas de irs versão 9     ;apesar de ter feito a recolha do ficheiro no vosso site  não estou a conseguir atualizar no ERP as tabelas nas empresas que necessito. Preciso fazer salários hoje, dia 20/7 sem falta.;1;Cluster B
11/08/2021 14:37;3034;86;1;HR;ERRO ENVIO DPIVA COM REEMBOLSO    ;No envio de uma DPIVA com reembolso de um ficheiro gerado no PFR, surge o erro que não está de acordo com a versão suportada.;1;Cluster B
04/04/2022 12:55;6037;1588;3;FS;Bom dia, Erro no acesso a Primavera e time sheet em todos os utilizadores.       ;Neste momento não se consegue aceder ao primavera nem ao Time sheet, não sei terá a ver com a instalação de um novo router da operadora de telefones vodafone instalada na sexta, mas gostaria por favor que verificassem a situação. Muito grata;2;Cluster C
12/07/2022 18:38;7164;1728;1;TE;Quantidade nas leituras    ;A operação Entrada stock Loja e V/GED não imprime a soma das quantidades dos artigos.;1;Cluster B
02/01/2023 14:07;9001;960;2;TE;Não consigo lançar faturas de compras    ;Não consigo lançar faturas de compras;0;Cluster A
13/06/2022 11:29;6842;960;1;HR;Não estão a ser feitas as cópias de segurança na NAS    ;Não estão a ser feitas as cópias de segurança na NAS;0;Cluster A
25/10/2023 15:00;13342;2411;1;PM;Configurações PAA    ;Configurações PAA;1;Cluster B
12/09/2023 13:54;12938;2411;3;FS;Boa tarde, preciso de acesso à pasta de dados. A rede telefónica está em baixo, liguem para  Lourenço Pereira.    ;Boa tarde, preciso de acesso à pasta de dados. A rede telefónica está em baixo, liguem para  Lourenço Pereira.;2;Cluster C
27/12/2022 10:30;8875;4;1;TE;ERRO NA IMPRESSÃO DE RECIBOS - NÃO DEIXA IMPRIMIR    ;ERRO NA IMPRESSÃO DE RECIBOS - NÃO DEIXA IMPRIMIR;0;Cluster A
16/03/2023 14:27;10419;2332;2;TE;A fatura do cliente 017.0026, continua a não aparecer na faturação, aparece , já no agendamento. As outras ja se conseguiu fazer a altaração no agendamento    ;*;2;Cluster C
07/07/2023 15:51;12194;1022;1;TE;Acesso remoto ao servidor através do portátil    ;Falha na ligação através do VPN;0;Cluster A
28/06/2022 11:34;6986;2332;1;TE;Alterar nos salarios a conta 2488 com os valores dos descontos de 2% para a conta 78111, nos meses de Maio e Junho de 2022. E que a partir de agora esse lançamento seja directo sempre na conta 78111.    ;PROCESSO CRIADO EM DUPLICADO;3;Cluster D
06/04/2022 09:00;6035;1728;1;RF;Aplicação de assistência PRI    ;Precisamos de colocar nos computadores a área do cliente da PRI, nos computadores das lojas. Para ser mais  a dinâmico a solução dos problemas nas lojas.;1;Cluster B
04/07/2022 17:40;7056;4;1;TE;PRIMAVERA VERSÃO 10  -  precisamos visualizar código e artigos  e não conseguimos.  Não conseguimos visualizar o nr. gerado na contabilidade quando se lança no modulo e compras uma fatura, ou se emite um recebimento a clientes. Não conseguimos digita    ;PRIMAVERA VERSÃO 10  -  precisamos visualizar código e artigos  e não conseguimos.  Não conseguimos visualizar o nr. gerado na contabilidade quando se lança no modulo e compras uma fatura, ou se emite um recebimento a clientes. Não conseguimos digita;2;Cluster C
06/07/2022 14:41;7088;1287;2;RF;Pedido remoção e alteração de dados bancários nos diversos tipos de faturas.    ;Pedido remoção e alteração de dados bancários nos diversos tipos de faturas.;2;Cluster C
10/04/2023 08:34;10835;2361;1;PM;Preciso de imprimir as fichas dos funcionários da OALDA para enviar para o inspector do ACT    ;.;2;Cluster C
02/02/2022 13:41;5209;2354;1;TE;Boa tarde,  Solicito apoio técnico para ajuda no SAF-T FATURAÇÃO.  Obrigada.    ;Saft-faturação;2;Cluster C
29/07/2022 14:11;7340;2333;1;FS;ajuda no paa, com vendas     ;ajuda no paa, com vendas ;1;Cluster B
27/06/2022 15:42;6976;1842;1;DD;Teste para ajuste de anexos    ;Teste para ajuste de anexos;1;Cluster B
27/04/2022 10:00;6276;1533;2;RF;Computador da Sofia -vendas - explorador de vendas    ;"No Computador da Sofia em vendas - explorador de vendas  no campo resultados, vista atual falta uma opção que ""desenho/artigo""";1;Cluster B
20/05/2022 12:22;6560;2361;1;TE;preciso de emitir uma listagem onde constem os funcionários activos da tw e respectivos salários base, do género da que se anexa, mas não sei como fazer    ;.;2;Cluster C
05/02/2024 11:08;14581;2333;1;AF;Necessito de ajuda na entrega de ficheiro no site das finanças  DMR está a dar erro     ;Necessito de ajuda na entrega de ficheiro no site das finanças  DMR está a dar erro ;0;Cluster A
28/06/2022 10:16;6982;421;1;HR;cada vez mais este erro está a ser mais recorrente. tem que se iniciar as aplicações para ter novamente acesso.    ;teve que se reiniciar o servidor.;2;Cluster C
04/07/2023 11:13;12102;1588;3;PM;As faturas não estão a ser geradas para o envio por transação eletrónica.     ;As faturas não estão a ser geradas para o envio por transação eletrónica. ;0;Cluster A
25/01/2023 11:07;9518;421;1;HR;Não está a enviar os ficheiros por mail    ;erro em anexo;0;Cluster A
21/03/2023 14:48;10498;50;2;PM;Ajuda nas comunicações dos vínculos de trabalho à seg. social.     ;Ajuda nas comunicações dos vínculos de trabalho à seg. social. ;2;Cluster C
03/01/2023 09:48;9041;423;2;CR;Por favor podem pedir ao Sr. Hermani se me liga, o servidor está a fazer um barulho esquisito.    ;Fá desligamos e voltamos a ligar mas continua o barulho;2;Cluster C
28/04/2022 10:48;6294;2301;1;TE;sistema lento accouting nao funciona    ;sistema lento accouting nao funciona;0;Cluster A
03/01/2022 10:31;4610;1576;1;PM;Abrir Série 2022 Primavera    ;Por favor, contactar, ;3;Cluster D
24/11/2022 11:05;8503;2411;1;TE;A rubrica R15 está a descontar 0.01€ para a SS e IRS e não deveria. Existem outros funcionários com a mesma rubrica mas sem qualquer problema.    ;BD Gascan;2;Cluster C
25/01/2024 10:07;14415;2292;2;AF;ATUALIZAR TABELA RETENÇÕES E SALARIO MINIMO    ;ATUALIZAR TABELA RETENÇÕES E SALARIO MINIMO;1;Cluster B
18/11/2021 11:15;4067;2332;2;FS;Salarios    ;.;1;Cluster B
13/07/2023 10:03;12276;1586;1;TE;Instalar Primavera v10 no novo computador do Henrique    ;Instalar Primavera v10 no novo computador do Henrique;2;Cluster C
17/06/2022 13:05;6892;2277;3;HR;O Primavera não abre.    ;O Primavera não abre no ambiente de trabalho remoto.;0;Cluster A
16/11/2022 14:34;8419;2198;3;FS;O utilizador da contabilidade (Sandra Mota) está sem acesso ao menu onde introduz faturas na tesouraria e recibos.    ;Como foi feita atualização no sistema, esta semana, podem ver se perdeu os acessos habituais, por favor? Obrigada;0;Cluster A
03/01/2024 14:07;14043;2292;2;AF;Criar novo ano contabilístico    ;Criar novo ano contabilístico;1;Cluster B
10/11/2021 10:57;3986;1950;1;TE;Erro ao copiar tabelas de uma base de dados para outra    ;Administração - copiar registos;0;Cluster A
08/02/2024 10:47;14646;2023;1;FS;Tabelas IRS    ;Download tabelas retenção para importação em empresa nova;1;Cluster B
31/01/2022 09:38;5161;2406;2;PM;Alterações Mensais nos processamentos    ;Não consigo efetuar alterações mensais. processei baixas de 1h incorretamente, cancelei os processamentos e agora não consigo corrigir as alterações mensais. Contacto: ;1;Cluster B
10/08/2021 10:32;3017;2354;1;FS;Atualização das tabelas de IRS na serralharia novo rumo.    ;Atualização das tabelas de IRS na serralharia novo rumo.;2;Cluster C
02/02/2023 11:55;9718;2045;1;TE;Erro na Submissão do Ficheiro SAFT  - Cliente ASORG     ;Ao submeter o SAFT dá o erro em anexo. ;0;Cluster A
14/02/2022 16:53;5429;2092;1;FS;Guias transporte - movimentação entre armazéns    ;Precisamos de arranjar um método mais célere para darmos entrada de stock, por exemplo, em Valongo de carga que vai da maia e segue com GT. Neste momento, as meninas introduzem a guia manualmente... não é possível puxar em contexto? ;1;Cluster B
18/10/2022 13:49;8093;2333;1;FS;Fechar empresário em nome individual , parte de ativos     ;Fechar empresário em nome individual , parte de ativos ;1;Cluster B
14/09/2021 15:45;3344;2277;3;TE;Primavera bloqueado - começou por estar extremamente lento e bloqueou    ;?;0;Cluster A
02/11/2021 15:07;3893;2045;1;HR;Em todos os cliente na  base de dados da GESNORT, no editor de vendas , nos documentos  n?o  aparece a op??o da descarga para preencher,     ;Em todos os cliente na  base de dados da GESNORT, no editor de vendas , nos documentos  n?o  aparece a op??o da descarga para preencher, exemplo abaixo da GESNORT;2;Cluster C
11/02/2022 15:01;5391;2361;1;FS;Alterar Cliente numa fatura já gravada e impressa.    ;Após gravação de uma fatura, reparou-se que uma fatura estava para o cliente errado, querendo mudar-se apenas o cliente. Contactem-me para o  para proceder à alteração.;2;Cluster C
03/08/2021 10:02;2927;1576;1;RF;Apoio a ativar Java para inserção de ficheiros saft no Portal das Finanças    ;Por favor, contactar para o ;0;Cluster A
02/02/2023 09:51;9707;2;3;PM;não se consegue pre-visualizar uma fatura, dá mensagem que mapa não é válido    ;precisamos da fatura em pdf;0;Cluster A
04/08/2022 09:31;7425;4;1;TE;envio recebimento cliente    ;PROCESSO CRIADO EM DUPLICADO;1;Cluster B
10/05/2023 11:26;11269;295;1;AF;atualização tabelas de irs    ;Agradecia que atualizassem tabelas de irs, conforme despacho em anexo, a vigorar em maio e junho ;1;Cluster B
29/01/2024 10:55;14445;2361;1;FS;não consigo efectuar processamento salarial em nenhuma das empresas    ;.;0;Cluster A
15/12/2022 10:01;8746;1533;2;FS;Abertura do novo ano (Novas Series)    ;Para a abrir o novo ano com as novas series ;1;Cluster B
03/06/2022 14:18;6758;50;3;FS;O Apuramento de resultados não tem os documentos pré-definidos    ;O Apuramento de resultados não tem os documentos pré-definidos;0;Cluster A
14/07/2023 16:46;12303;1586;1;AC;Acesso a https://app.prismart.pt/, o Sérgio tinha-me dado este acesso  pass: #pri833. mas não funciona, vejam se me podem ajudar. Obrigado.    ;Acesso a https://app.prismart.pt/, o Sérgio tinha-me dado este acesso  pass: #pri833. mas não funciona, vejam se me podem ajudar. Obrigado.;2;Cluster C
07/02/2023 12:25;9815;1099;1;FS;EMPRESA CECILIA    ;"EM CONTABILIDADE - MOVIMENTOS - NÃO ESTOU A CONSEGUIR GRAVAR LANÇAMENTO DÁ ERRO ""CLASSIFICAÇÃO DOCUMENTO FK""... ""TABLE ""dbo.RubricaCCT""";1;Cluster B
21/03/2023 12:33;10491;2411;3;TE;Bom dia, Durante a manhã do dia de hoje o  acesso a pasta dados, deixou de funcionar, é necessário de voltar a colocar o user e a pass e permitir o acesso novamente.   Com os melhores cumprimentos, Leandro Gouveia    ;PROCESSO CRIADO EM DUPLICADO;2;Cluster C
03/05/2022 15:13;6353;2092;1;FS;Documentos que movimentam stocks    ;Gostariamos de saber, por favor, quais os documentos que movimentam stock. Tem acontecido pontualmente, a GR e a FA movimentarem stocks, o que depois gera conflitos na contagem de stocks. Ver pf, como exemplo a GRM 159 e  a FA 156, ligar pf ;1;Cluster B
18/01/2022 17:47;4949;421;1;FS;BUG?????    ;subscrição terminou em 31/12/1899;1;Cluster B
18/01/2023 15:18;9419;1728;1;TE;Inventário    ;Estou bloqueada no acesso das existências do stock das lojas.;1;Cluster B
13/02/2023 17:53;9915;2411;2;PM;Problemas no apuramento de resultados empresa Streetright    ;Problemas no apuramento de resultados ;0;Cluster A
03/04/2023 17:11;10734;933;1;PM;DRI/DMR - Pinhos Bastos    ;Boa tarde Não consigo processar ficheiros para submeter DRI e DMR na empresa Pinho Bastos. Indicação falta de NISS.;1;Cluster B
15/07/2021 14:49;2782;421;1;FS;Emissão de Recibos empresa INFOCONSUL    ;Não deixa criar a serie 2021 para os recibos.;1;Cluster B
04/05/2022 16:56;6368;1277;1;FS;Alteração da numeração das Notas de Pagamento    ;Não assume a numeração sequencial definida.;1;Cluster B
28/02/2023 15:03;10150;2332;3;FS;A conta 278.111.000 tem um saldo errado, deve haver confusão com a conta 278.111, preciso de ajuda    ;*;2;Cluster C
07/06/2022 10:37;6786;2285;1;TE;Em um funcionário ao processar o recibo esta a ir buscar baixa médica do mês anterior e não estou a conseguir limpar    ;.;2;Cluster C
15/07/2022 16:58;7200;2361;1;TE;o funcionário 40094 da Mgs não está a reter irs, o que não é possível face ao vencimento    ;.PROCESSO CRIADO EM DUPLICADO;0;Cluster A
21/04/2023 17:19;11059;421;1;TE;"criação de ""adiantamento por conta de cliente"" na gestão comercial    ";.;0;Cluster A
